customer_id,region,CPI,Severity,CRS,final_score,action,reason,proposed_text,estimated_action_cost_usd
C017368,rural_south,0,69,0.9,38.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C005838,urban_east,0,69,0.9,38.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010015,urban_east,0,69,0.89,38.5,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009750,rural_south,0,69,0.89,38.5,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000098,urban_east,0,69,0.89,38.5,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010835,urban_east,0,68,0.9,38.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007824,suburb_east,0,68,0.9,38.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007537,suburb_east,0,68,0.9,38.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C014519,rural_south,0,68,0.9,38.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000495,urban_east,0,68,0.89,38.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C014790,rural_south,0,69,0.87,38.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C013168,metro_north,0,67,0.9,38.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007408,rural_south,0,67,0.9,38.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C005517,suburb_east,0,67,0.9,38.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C014186,urban_east,0,68,0.88,38.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C008154,rural_south,0,68,0.88,38.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002012,metro_north,0,67,0.89,37.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006352,urban_east,0,67,0.89,37.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C004113,metro_north,0,67,0.89,37.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C004872,metro_north,0,67,0.89,37.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019045,urban_east,0,67,0.89,37.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002024,metro_north,0,68,0.87,37.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C012805,suburb_east,0,68,0.87,37.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C004104,metro_north,0,68,0.87,37.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011587,urban_east,0,69,0.85,37.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016096,rural_south,0,67,0.88,37.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C012989,urban_east,0,66,0.89,37.6,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C004303,suburb_east,0,66,0.89,37.6,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011668,suburb_east,0,68,0.86,37.6,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C001167,suburb_east,0,68,0.86,37.6,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010928,urban_east,0,66,0.89,37.6,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015176,suburb_east,0,66,0.89,37.6,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C001903,suburb_east,0,67,0.87,37.5,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019612,metro_north,0,67,0.87,37.5,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C018718,metro_north,0,67,0.87,37.5,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C018548,urban_east,0,68,0.85,37.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009233,rural_south,0,68,0.85,37.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009238,metro_north,0,66,0.88,37.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009293,urban_east,0,68,0.85,37.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000988,urban_east,0,65,0.89,37.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009466,rural_south,0,67,0.86,37.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009478,rural_north,0,65,0.89,37.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C017325,urban_east,0,69,0.83,37.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011595,rural_north,0,69,0.83,37.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C018000,suburb_east,0,65,0.89,37.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016021,urban_east,0,66,0.87,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006944,metro_north,0,68,0.84,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006853,rural_north,0,66,0.87,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C001800,metro_north,0,66,0.87,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006359,rural_south,0,66,0.87,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C013749,suburb_east,0,64,0.9,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010589,suburb_east,0,66,0.87,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006502,metro_north,0,64,0.9,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016007,urban_east,0,66,0.87,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C013805,suburb_east,0,64,0.9,37.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010697,rural_south,0,69,0.82,37.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002384,urban_east,0,69,0.82,37.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002108,rural_north,0,67,0.85,37.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C017705,urban_east,0,67,0.85,37.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C004697,urban_east,0,68,0.83,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002019,metro_north,0,68,0.83,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C003280,suburb_east,0,66,0.86,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007723,metro_north,0,66,0.86,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002991,metro_north,0,68,0.83,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010359,metro_north,0,66,0.86,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C003673,suburb_east,0,66,0.86,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C001389,rural_south,0,66,0.86,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016498,metro_north,0,66,0.86,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C005778,metro_north,0,66,0.86,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C003883,rural_south,0,68,0.83,37.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011908,urban_east,0,69,0.81,36.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019948,metro_north,0,65,0.87,36.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009213,metro_north,0,67,0.84,36.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010345,rural_north,0,65,0.87,36.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C012224,urban_east,0,69,0.81,36.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019405,suburb_east,0,67,0.84,36.9,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011722,rural_north,0,68,0.82,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C013077,suburb_east,0,64,0.88,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015227,metro_north,0,68,0.82,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015968,urban_east,0,64,0.88,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007286,urban_east,0,64,0.88,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006861,metro_north,0,68,0.82,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016466,metro_north,0,64,0.88,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C013140,metro_north,0,68,0.82,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C012771,suburb_east,0,68,0.82,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011714,urban_east,0,66,0.85,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C005682,urban_east,0,66,0.85,36.8,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006875,rural_north,0,65,0.86,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006276,urban_west,0,63,0.89,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C017986,urban_east,0,65,0.86,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C001963,suburb_east,0,63,0.89,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019645,urban_west,0,63,0.89,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C018156,urban_east,0,69,0.8,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011100,rural_south,0,67,0.83,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C018051,metro_north,0,67,0.83,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007056,metro_north,0,65,0.86,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C014174,suburb_east,0,63,0.89,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C001643,urban_east,0,69,0.8,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002202,metro_north,0,67,0.83,36.7,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
